,accuracy,accuracy,balanced_accuracy,balanced_accuracy,macro_f1,macro_f1,weighted_f1,weighted_f1
,mean,std,mean,std,mean,std,mean,std
model,,,,,,,,
Best baseline (Improved CNN),0.7855742107751041,0.05245697874793962,0.6768937193320654,0.08502113682490284,0.6174818433095792,0.1036815163345145,0.7944569564655088,0.04506847132004435
Final GNN,0.7713491609495249,0.06818049097840978,0.6240155087224781,0.04413442875696679,0.6193560294736408,0.0663335170971095,0.7723409462105544,0.05995143655379588
